date,profile_id,month_year,year
2023-04-19,5968,04-2023,2023
2023-04-20,5582,04-2023,2023
2023-04-21,4621,04-2023,2023
2023-04-22,907,04-2023,2023
2023-04-23,824,04-2023,2023
2023-04-24,5427,04-2023,2023
2023-04-25,5802,04-2023,2023
2023-04-26,40524,04-2023,2023
2023-04-27,6937,04-2023,2023
2023-04-28,5997,04-2023,2023
2023-04-29,1227,04-2023,2023
2023-04-30,965,04-2023,2023
2023-05-01,4677,05-2023,2023
2023-05-02,10432,05-2023,2023
2023-05-03,7945,05-2023,2023
2023-05-04,9998,05-2023,2023
2023-05-05,10677,05-2023,2023
2023-05-06,1467,05-2023,2023
2023-05-07,1607,05-2023,2023
2023-05-08,8085,05-2023,2023
2023-05-09,10273,05-2023,2023
2023-05-10,7110,05-2023,2023
2023-05-11,8250,05-2023,2023
2023-05-12,6381,05-2023,2023
2023-05-13,1445,05-2023,2023
2023-05-14,1072,05-2023,2023
2023-05-15,6629,05-2023,2023
2023-05-16,7970,05-2023,2023
2023-05-17,7980,05-2023,2023
2023-05-18,8693,05-2023,2023
2023-05-19,6459,05-2023,2023
2023-05-20,1337,05-2023,2023
2023-05-21,1062,05-2023,2023
2023-05-22,7409,05-2023,2023
2023-05-23,8795,05-2023,2023
2023-05-24,7881,05-2023,2023
2023-05-25,12965,05-2023,2023
2023-05-26,9122,05-2023,2023
2023-05-27,2001,05-2023,2023
2023-05-28,1166,05-2023,2023
2023-05-29,2963,05-2023,2023
2023-05-30,9521,05-2023,2023
2023-05-31,9459,05-2023,2023
2023-06-01,10481,06-2023,2023
2023-06-02,7769,06-2023,2023
2023-06-03,2813,06-2023,2023
2023-06-04,2283,06-2023,2023
2023-06-05,6781,06-2023,2023
2023-06-06,9413,06-2023,2023
2023-06-07,7077,06-2023,2023
2023-06-08,7430,06-2023,2023
2023-06-09,9217,06-2023,2023
2023-06-10,1388,06-2023,2023
2023-06-11,891,06-2023,2023
2023-06-12,7163,06-2023,2023
2023-06-13,7958,06-2023,2023
2023-06-14,7995,06-2023,2023
2023-06-15,8448,06-2023,2023
2023-06-16,6987,06-2023,2023
2023-06-17,2631,06-2023,2023
2023-06-18,2227,06-2023,2023
2023-06-19,6687,06-2023,2023
2023-06-20,9608,06-2023,2023
2023-06-21,8488,06-2023,2023
2023-06-22,8906,06-2023,2023
2023-06-23,6293,06-2023,2023
2023-06-24,1564,06-2023,2023
2023-06-25,1529,06-2023,2023
2023-06-26,7188,06-2023,2023
2023-06-27,7133,06-2023,2023
2023-06-28,6833,06-2023,2023
2023-06-29,6179,06-2023,2023
2023-06-30,5394,06-2023,2023
2023-07-01,1767,07-2023,2023
2023-07-02,1290,07-2023,2023
2023-07-03,4430,07-2023,2023
2023-07-04,3818,07-2023,2023
2023-07-05,6039,07-2023,2023
2023-07-06,7216,07-2023,2023
2023-07-07,6203,07-2023,2023
2023-07-08,1096,07-2023,2023
2023-07-09,1213,07-2023,2023
2023-07-10,7496,07-2023,2023
2023-07-11,9513,07-2023,2023
2023-07-12,7723,07-2023,2023
2023-07-13,7306,07-2023,2023
2023-07-14,4660,07-2023,2023
2023-07-15,1920,07-2023,2023
2023-07-16,1846,07-2023,2023
2023-07-17,7106,07-2023,2023
2023-07-18,6922,07-2023,2023
2023-07-19,7120,07-2023,2023
2023-07-20,5711,07-2023,2023
2023-07-21,4843,07-2023,2023
2023-07-22,1104,07-2023,2023
2023-07-23,1978,07-2023,2023
2023-07-24,6278,07-2023,2023
2023-07-25,7132,07-2023,2023
2023-07-26,6695,07-2023,2023
2023-07-27,6420,07-2023,2023
2023-07-28,5252,07-2023,2023
2023-07-29,1336,07-2023,2023
2023-07-30,1047,07-2023,2023
2023-07-31,5860,07-2023,2023
2023-08-01,6833,08-2023,2023
2023-08-02,7276,08-2023,2023
2023-08-03,5811,08-2023,2023
2023-08-04,4159,08-2023,2023
2023-08-05,1144,08-2023,2023
2023-08-06,2566,08-2023,2023
2023-08-07,7948,08-2023,2023
2023-08-08,12250,08-2023,2023
2023-08-09,12834,08-2023,2023
2023-08-10,12486,08-2023,2023
2023-08-11,10888,08-2023,2023
2023-08-12,1096,08-2023,2023
2023-08-13,5339,08-2023,2023
2023-08-14,8813,08-2023,2023
2023-08-15,6766,08-2023,2023
2023-08-16,12740,08-2023,2023
2023-08-17,7634,08-2023,2023
2023-08-18,4997,08-2023,2023
2023-08-19,1867,08-2023,2023
2023-08-20,1388,08-2023,2023
2023-08-21,5868,08-2023,2023
2023-08-22,7322,08-2023,2023
2023-08-23,6863,08-2023,2023
2023-08-24,8884,08-2023,2023
2023-08-25,9611,08-2023,2023
2023-08-26,1447,08-2023,2023
2023-08-27,1579,08-2023,2023
2023-08-28,7619,08-2023,2023
2023-08-29,6411,08-2023,2023
2023-08-30,6924,08-2023,2023
2023-08-31,5975,08-2023,2023
2023-09-01,4878,09-2023,2023
2023-09-02,1278,09-2023,2023
2023-09-03,984,09-2023,2023
2023-09-04,3427,09-2023,2023
2023-09-05,7457,09-2023,2023
2023-09-06,7266,09-2023,2023
2023-09-07,6996,09-2023,2023
2023-09-08,5886,09-2023,2023
2023-09-09,1868,09-2023,2023
2023-09-10,1538,09-2023,2023
2023-09-11,7332,09-2023,2023
2023-09-12,9208,09-2023,2023
2023-09-13,7126,09-2023,2023
2023-09-14,7808,09-2023,2023
2023-09-15,5278,09-2023,2023
2023-09-16,1926,09-2023,2023
2023-09-17,1420,09-2023,2023
2023-09-18,6035,09-2023,2023
2023-09-19,12436,09-2023,2023
2023-09-20,26605,09-2023,2023
2023-09-21,33048,09-2023,2023
2023-09-22,16808,09-2023,2023
2023-09-23,9295,09-2023,2023
2023-09-24,14954,09-2023,2023
2023-09-25,12964,09-2023,2023
2023-09-26,6336,09-2023,2023
2023-09-27,6286,09-2023,2023
2023-09-28,5305,09-2023,2023
2023-09-29,3736,09-2023,2023
2023-09-30,1013,09-2023,2023
2023-10-01,1163,10-2023,2023
2023-10-02,4249,10-2023,2023
2023-10-03,5159,10-2023,2023
2023-10-04,5284,10-2023,2023
2023-10-05,5625,10-2023,2023
2023-10-06,4670,10-2023,2023
2023-10-07,1821,10-2023,2023
2023-10-08,1278,10-2023,2023
2023-10-09,5306,10-2023,2023
2023-10-10,5820,10-2023,2023
2023-10-11,5396,10-2023,2023
2023-10-12,5176,10-2023,2023
2023-10-13,4145,10-2023,2023
2023-10-14,2019,10-2023,2023
2023-10-15,1307,10-2023,2023
2023-10-16,2639,10-2023,2023
